Iterations,boostFactor,costPerPayRequest,executionTime,feePerByte,numFallbackSolns,numKnapsackSolns,numLeverageSolns,numPayRequestsPerTX,numPayRequestsProcessed,numUTXOsUsed,oneBTC,totalCost
5,0.94,0.24544519999999997,2.0438904762268066,22,5,0,0,2,10,5,8582,2.454452
5,0.94,0.2449421600000002,2.1857802867889404,22,4,1,0,2,10,5,8582,2.4494216000000018
5,0.94,0.24544519999999997,1.9872465133666992,22,5,0,0,2,10,5,8582,2.454452
5,0.94,0.24544519999999997,2.2928569316864014,22,5,0,0,2,10,5,8582,2.454452
5,0.94,0.24544519999999997,2.480073928833008,22,5,0,0,2,10,5,8582,2.454452
5,0.94,0.244995008,2.3249032497406006,22,4,1,0,2,10,5,8582,2.44995008
5,0.94,0.24544519999999997,2.5129971504211426,22,5,0,0,2,10,5,8582,2.454452
5,0.94,0.24544519999999997,2.4877877235412598,22,5,0,0,2,10,5,8582,2.454452
5,0.94,0.24084484799999886,2.5388290882110596,22,4,1,0,2,10,5,8582,2.4084484799999886
5,0.94,0.24544519999999997,2.2087631225585938,22,5,0,0,2,10,5,8582,2.454452
5,0.78,0.6536516139999973,2.3983922004699707,60,4,1,0,2,10,5,8582,6.536516139999973
5,0.78,0.6629069999999986,2.594616413116455,60,4,1,0,2,10,5,8582,6.629069999999985
5,0.78,0.669396,2.2627742290496826,60,5,0,0,2,10,5,8582,6.69396
5,0.78,0.6519458379999996,2.3617327213287354,60,4,1,0,2,10,5,8582,6.519458379999996
5,0.78,0.6601901999999982,2.498654365539551,60,4,1,0,2,10,5,8582,6.601901999999981
5,0.78,0.6564847439999999,2.41556978225708,60,4,1,0,2,10,5,8582,6.564847439999999
5,0.78,0.6370737639999966,2.532076358795166,60,3,2,0,2,10,5,8582,6.370737639999966
5,0.78,0.669396,2.524151563644409,60,5,0,0,2,10,5,8582,6.69396
5,0.78,0.6670614059999951,2.5581672191619873,60,4,1,0,2,10,5,8582,6.67061405999995
5,0.78,0.6453285699999974,2.4984681606292725,60,2,3,0,2,10,5,8582,6.453285699999975
5,0.54,2.23132,2.5282278060913086,200,5,0,0,2,10,5,8582,22.313200000000002
5,0.54,2.2044487499999987,2.7093467712402344,200,4,1,0,2,10,5,8582,22.04448749999999
5,0.54,2.104506016000003,2.7383644580841064,200,1,4,0,2,10,5,8582,21.045060160000027
5,0.54,2.0718334099999924,2.749803304672241,200,0,5,0,2,10,5,8582,20.718334099999925
5,0.54,2.2279499599999983,2.7631261348724365,200,4,1,0,2,10,5,8582,22.279499599999983
5,0.54,2.172313317999998,2.551682949066162,200,3,2,0,2,10,5,8582,21.723133179999977
5,0.54,2.1367161979999985,2.6038994789123535,200,2,3,0,2,10,5,8582,21.367161979999985
5,0.54,2.194435981999999,2.6332037448883057,200,4,1,0,2,10,5,8582,21.944359819999992
5,0.54,2.0928149819999917,2.6506259441375732,200,1,4,0,2,10,5,8582,20.928149819999916
5,0.54,2.1607442140000006,2.4804985523223877,200,3,2,0,2,10,5,8582,21.607442140000007
5,0.52,4.262188447999995,2.77314829826355,400,3,2,0,2,10,5,8582,42.621884479999956
5,0.52,4.366044306000001,2.8089194297790527,400,4,1,0,2,10,5,8582,43.660443060000006
5,0.52,4.3722239279999995,2.3192315101623535,400,4,1,0,2,10,5,8582,43.72223928
5,0.52,4.327961721999996,2.5734195709228516,400,3,2,0,2,10,5,8582,43.279617219999956
5,0.52,4.237552439999993,3.108149766921997,400,2,3,0,2,10,5,8582,42.37552439999993
5,0.52,4.234500773999997,2.7157254219055176,400,2,3,0,2,10,5,8582,42.34500773999997
5,0.52,4.266893247999997,2.5297341346740723,400,2,3,0,2,10,5,8582,42.668932479999974
5,0.52,4.46264,2.5113720893859863,400,5,0,0,2,10,5,8582,44.626400000000004
5,0.52,4.253161841999992,2.735593795776367,400,1,4,0,2,10,5,8582,42.53161841999992
5,0.52,4.028947157999996,2.7255983352661133,400,0,5,0,2,10,5,8582,40.289471579999955
5,0.21999999999999997,9.787562043999985,2.7770540714263916,900,3,2,0,2,10,5,8582,97.87562043999985
5,0.21999999999999997,9.316146994000006,3.1968629360198975,900,0,5,0,2,10,5,8582,93.16146994000006
5,0.21999999999999997,9.119801842000001,3.1091010570526123,900,1,4,0,2,10,5,8582,91.19801842000001
5,0.21999999999999997,9.550250627999999,2.7795398235321045,900,3,2,0,2,10,5,8582,95.50250627999999
5,0.21999999999999997,9.404131485999995,3.069594621658325,900,2,3,0,2,10,5,8582,94.04131485999996
5,0.21999999999999997,9.179894247999995,2.8789117336273193,900,1,4,0,2,10,5,8582,91.79894247999995
5,0.21999999999999997,8.973714399999995,2.8953685760498047,900,0,5,0,2,10,5,8582,89.73714399999996
5,0.21999999999999997,9.106538761999996,2.830329656600952,900,0,5,0,2,10,5,8582,91.06538761999997
5,0.21999999999999997,9.199595533999993,2.7547507286071777,900,1,4,0,2,10,5,8582,91.99595533999994
5,0.21999999999999997,9.096369279999994,2.696347951889038,900,0,5,0,2,10,5,8582,90.96369279999995
5,0.96,0.18502791999999998,2.6916391849517822,22,5,0,0,3,15,5,8582,2.7754187999999997
5,0.96,0.18502791999999998,3.017319917678833,22,5,0,0,3,15,5,8582,2.7754187999999997
5,0.96,0.18502791999999998,2.542186975479126,22,5,0,0,3,15,5,8582,2.7754187999999997
5,0.96,0.18491800399999783,2.629894256591797,22,4,1,0,3,15,5,8582,2.7737700599999675
5,0.96,0.18502791999999998,2.7307329177856445,22,5,0,0,3,15,5,8582,2.7754187999999997
5,0.96,0.18208019999999994,2.6524369716644287,22,4,1,0,3,15,5,8582,2.731202999999999
5,0.96,0.18502791999999998,2.8989548683166504,22,5,0,0,3,15,5,8582,2.7754187999999997
5,0.96,0.18502791999999998,3.1284046173095703,22,5,0,0,3,15,5,8582,2.7754187999999997
5,0.96,0.18502791999999998,2.9841983318328857,22,5,0,0,3,15,5,8582,2.7754187999999997
5,0.96,0.18502791999999998,2.5026702880859375,22,5,0,0,3,15,5,8582,2.7754187999999997
5,0.96,0.5046216,3.1527607440948486,60,5,0,0,3,15,5,8582,7.569324000000001
5,0.96,0.5046216,3.630073070526123,60,5,0,0,3,15,5,8582,7.569324000000001
5,0.96,0.5046216,2.937159776687622,60,5,0,0,3,15,5,8582,7.569324000000001
5,0.96,0.5046216,3.1005516052246094,60,5,0,0,3,15,5,8582,7.569324000000001
5,0.96,0.49605944799999935,3.697617292404175,60,4,1,0,3,15,5,8582,7.44089171999999
5,0.96,0.5046216,3.4826245307922363,60,5,0,0,3,15,5,8582,7.569324000000001
5,0.96,0.5046216,3.468244791030884,60,5,0,0,3,15,5,8582,7.569324000000001
5,0.96,0.4997725799999989,3.3842546939849854,60,4,1,0,3,15,5,8582,7.496588699999983
5,0.96,0.5046216,3.139991044998169,60,5,0,0,3,15,5,8582,7.569324000000001
5,0.96,0.5046216,2.8366951942443848,60,5,0,0,3,15,5,8582,7.569324000000001
5,0.64,1.6726362906666599,3.373140335083008,200,4,1,0,3,15,5,8582,25.0895443599999
5,0.64,1.5928411360000003,4.067682504653931,200,2,3,0,3,15,5,8582,23.892617040000005
5,0.64,1.6745246919999994,2.912382125854492,200,4,1,0,3,15,5,8582,25.117870379999992
5,0.64,1.6492761066666646,4.561986923217773,200,4,1,0,3,15,5,8582,24.739141599999968
5,0.64,1.6752575999999988,4.07533860206604,200,4,1,0,3,15,5,8582,25.128863999999982
5,0.64,1.6789469186666668,5.283760070800781,200,4,1,0,3,15,5,8582,25.18420378
5,0.64,1.6449845439999997,4.192037105560303,200,3,2,0,3,15,5,8582,24.674768159999996
5,0.64,1.6307446946666668,3.809645175933838,200,3,2,0,3,15,5,8582,24.461170420000002
5,0.64,1.6293732706666628,4.4507176876068115,200,2,3,0,3,15,5,8582,24.440599059999943
5,0.64,1.6026878853333308,4.231573820114136,200,2,3,0,3,15,5,8582,24.040318279999962
5,0.52,3.284393043999992,5.152706623077393,400,3,2,0,3,15,5,8582,49.265895659999885
5,0.52,3.3641440000000005,4.126280307769775,400,5,0,0,3,15,5,8582,50.462160000000004
5,0.52,3.314950671999997,3.390242099761963,400,4,1,0,3,15,5,8582,49.72426007999996
5,0.52,3.2057632026666596,4.752494812011719,400,2,3,0,3,15,5,8582,48.086448039999894
5,0.52,3.2004509653333293,3.495882034301758,400,2,3,0,3,15,5,8582,48.00676447999994
5,0.52,3.363241882666665,2.7879154682159424,400,4,1,0,3,15,5,8582,50.44862823999998
5,0.52,3.0690183519999956,3.2819559574127197,400,0,5,0,3,15,5,8582,46.03527527999994
5,0.52,3.2464573146666664,3.226970672607422,400,3,2,0,3,15,5,8582,48.69685972
5,0.52,3.320677173333327,2.944884777069092,400,3,2,0,3,15,5,8582,49.810157599999904
5,0.52,3.0758347359999965,3.3178417682647705,400,0,5,0,3,15,5,8582,46.137521039999946
5,0.43999999999999995,7.569323999999999,3.4249494075775146,900,5,0,0,3,15,5,8582,113.53985999999999
5,0.43999999999999995,7.423625786666666,3.432593584060669,900,4,1,0,3,15,5,8582,111.3543868
5,0.43999999999999995,7.144093737333336,3.2956531047821045,900,1,4,0,3,15,5,8582,107.16140606000005
5,0.43999999999999995,7.317946663999992,3.200150966644287,900,3,2,0,3,15,5,8582,109.76919995999988
5,0.43999999999999995,7.337859789333331,3.2871148586273193,900,2,3,0,3,15,5,8582,110.06789683999996
5,0.43999999999999995,7.273452569333331,2.843590021133423,900,3,2,0,3,15,5,8582,109.10178853999997
5,0.43999999999999995,7.170408182666664,3.062150478363037,900,1,4,0,3,15,5,8582,107.55612273999996
5,0.43999999999999995,7.39144500133333,3.376437187194824,900,3,2,0,3,15,5,8582,110.87167501999996
5,0.43999999999999995,7.099198585333326,3.328798770904541,900,0,5,0,3,15,5,8582,106.48797877999989
5,0.43999999999999995,6.89103721333333,3.2146284580230713,900,0,5,0,3,15,5,8582,103.36555819999995
5,1.0,0.136694096,2.9916741847991943,22,5,0,0,5,25,5,8582,3.4173524
5,1.0,0.136694096,3.338648557662964,22,5,0,0,5,25,5,8582,3.4173524
5,1.0,0.136694096,2.90968918800354,22,5,0,0,5,25,5,8582,3.4173524
5,1.0,0.136694096,3.5128486156463623,22,5,0,0,5,25,5,8582,3.4173524
5,1.0,0.136694096,3.4050116539001465,22,5,0,0,5,25,5,8582,3.4173524
5,1.0,0.136694096,3.5609822273254395,22,5,0,0,5,25,5,8582,3.4173524
5,1.0,0.136694096,3.1963231563568115,22,5,0,0,5,25,5,8582,3.4173524
5,1.0,0.136694096,3.427349805831909,22,5,0,0,5,25,5,8582,3.4173524
5,1.0,0.136694096,3.286217451095581,22,5,0,0,5,25,5,8582,3.4173524
5,1.0,0.136694096,3.031041383743286,22,5,0,0,5,25,5,8582,3.4173524
5,0.94,0.37280208000000004,3.383857011795044,60,5,0,0,5,25,5,8582,9.320052
5,0.94,0.37280208000000004,3.5481674671173096,60,5,0,0,5,25,5,8582,9.320052
5,0.94,0.37280208000000004,2.985100746154785,60,5,0,0,5,25,5,8582,9.320052
5,0.94,0.37280208000000004,3.1388843059539795,60,5,0,0,5,25,5,8582,9.320052
5,0.94,0.3678072696000006,3.3796141147613525,60,4,1,0,5,25,5,8582,9.195181740000015
5,0.94,0.3727766576000021,3.2646894454956055,60,4,1,0,5,25,5,8582,9.319416440000053
5,0.94,0.37093175040000004,3.033320426940918,60,4,1,0,5,25,5,8582,9.273293760000001
5,0.94,0.37280208000000004,3.246649980545044,60,5,0,0,5,25,5,8582,9.320052
5,0.94,0.37280208000000004,3.4003703594207764,60,5,0,0,5,25,5,8582,9.320052
5,0.94,0.37280208000000004,3.162996768951416,60,5,0,0,5,25,5,8582,9.320052
5,0.84,1.226004360799994,3.440767526626587,200,4,1,0,5,25,5,8582,30.65010901999985
5,0.84,1.2071310047999964,3.9437432289123535,200,3,2,0,5,25,5,8582,30.178275119999906
5,0.84,1.2426736,2.7517874240875244,200,5,0,0,5,25,5,8582,31.06684
5,0.84,1.2426736,3.17846417427063,200,5,0,0,5,25,5,8582,31.06684
5,0.84,1.2408506968000006,3.1215436458587646,200,4,1,0,5,25,5,8582,31.021267420000015
5,0.84,1.2426736,2.9874110221862793,200,5,0,0,5,25,5,8582,31.06684
5,0.84,1.2426736,3.244919538497925,200,5,0,0,5,25,5,8582,31.06684
5,0.84,1.209090308800002,3.6258761882781982,200,3,2,0,5,25,5,8582,30.22725772000005
5,0.84,1.2426736,3.154754877090454,200,5,0,0,5,25,5,8582,31.06684
5,0.84,1.233349526399998,3.056574821472168,200,3,2,0,5,25,5,8582,30.833738159999953
5,0.6599999999999999,2.455758936800002,3.1442439556121826,400,3,2,0,5,25,5,8582,61.39397342000005
5,0.6599999999999999,2.4853472,3.471472978591919,400,5,0,0,5,25,5,8582,62.13368
5,0.6599999999999999,2.385060550399993,3.1274514198303223,400,2,3,0,5,25,5,8582,59.626513759999824
5,0.6599999999999999,2.4490732383999982,3.510789632797241,400,4,1,0,5,25,5,8582,61.22683095999995
5,0.6599999999999999,2.429034571199999,3.526562213897705,400,3,2,0,5,25,5,8582,60.725864279999975
5,0.6599999999999999,2.450207666400002,3.2541258335113525,400,4,1,0,5,25,5,8582,61.25519166000005
5,0.6599999999999999,2.40163024,3.545919895172119,400,2,3,0,5,25,5,8582,60.040755999999995
5,0.6599999999999999,2.451173708000001,3.6639692783355713,400,4,1,0,5,25,5,8582,61.27934270000003
5,0.6599999999999999,2.4375789047999974,3.432983875274658,400,3,2,0,5,25,5,8582,60.93947261999993
5,0.6599999999999999,2.465477704799998,3.0101099014282227,400,3,2,0,5,25,5,8582,61.63694261999994
5,0.64,5.5729289600000005,3.4357283115386963,900,4,1,0,5,25,5,8582,139.323224
5,0.64,5.518694583999999,3.752565860748291,900,4,1,0,5,25,5,8582,137.96736459999997
5,0.64,5.5065466031999994,3.1049110889434814,900,4,1,0,5,25,5,8582,137.66366508
5,0.64,5.492298144799999,3.470714807510376,900,4,1,0,5,25,5,8582,137.30745361999996
5,0.64,5.430196507999995,3.6182143688201904,900,2,3,0,5,25,5,8582,135.7549126999999
5,0.64,5.5503251152000015,3.324582099914551,900,4,1,0,5,25,5,8582,138.75812788000005
5,0.64,5.467298000799998,3.298820972442627,900,1,4,0,5,25,5,8582,136.68245001999995
5,0.64,5.334842278399993,3.967787027359009,900,1,4,0,5,25,5,8582,133.37105695999983
5,0.64,5.50570786,4.22083306312561,900,4,1,0,5,25,5,8582,137.6426965
5,0.64,5.557697022399999,3.637517213821411,900,4,1,0,5,25,5,8582,138.94242555999998
5,1.0,0.10044372800000001,3.614508628845215,22,5,0,0,10,50,5,8582,5.022186400000001
5,1.0,0.10044372800000001,3.6720259189605713,22,5,0,0,10,50,5,8582,5.022186400000001
5,1.0,0.10044372800000001,3.7031359672546387,22,5,0,0,10,50,5,8582,5.022186400000001
5,1.0,0.10044372800000001,3.6865553855895996,22,5,0,0,10,50,5,8582,5.022186400000001
5,1.0,0.10044372800000001,3.645148992538452,22,5,0,0,10,50,5,8582,5.022186400000001
5,1.0,0.10044372800000001,3.688607931137085,22,5,0,0,10,50,5,8582,5.022186400000001
5,1.0,0.10044372800000001,3.4477601051330566,22,5,0,0,10,50,5,8582,5.022186400000001
5,1.0,0.10044372800000001,3.366015911102295,22,5,0,0,10,50,5,8582,5.022186400000001
5,1.0,0.10044372800000001,3.543241500854492,22,5,0,0,10,50,5,8582,5.022186400000001
5,1.0,0.10044372800000001,3.4744412899017334,22,5,0,0,10,50,5,8582,5.022186400000001
5,0.98,0.27393744,3.476531744003296,60,5,0,0,10,50,5,8582,13.696871999999999
5,0.98,0.27393744,3.7310612201690674,60,5,0,0,10,50,5,8582,13.696871999999999
5,0.98,0.27393744,3.5699615478515625,60,5,0,0,10,50,5,8582,13.696871999999999
5,0.98,0.27393744,3.388681650161743,60,5,0,0,10,50,5,8582,13.696871999999999
5,0.98,0.27393744,3.7317237854003906,60,5,0,0,10,50,5,8582,13.696871999999999
5,0.98,0.27393744,3.442575693130493,60,5,0,0,10,50,5,8582,13.696871999999999
5,0.98,0.27393744,3.5678725242614746,60,5,0,0,10,50,5,8582,13.696871999999999
5,0.98,0.27393744,3.61776065826416,60,5,0,0,10,50,5,8582,13.696871999999999
5,0.98,0.27393744,3.407689094543457,60,5,0,0,10,50,5,8582,13.696871999999999
5,0.98,0.27156851360000067,3.7894504070281982,60,4,1,0,10,50,5,8582,13.578425680000034
5,0.96,0.9131248000000001,3.5909950733184814,200,5,0,0,10,50,5,8582,45.656240000000004
5,0.96,0.9024889995999991,3.9522690773010254,200,4,1,0,10,50,5,8582,45.12444997999995
5,0.96,0.9131248000000001,3.6484055519104004,200,5,0,0,10,50,5,8582,45.656240000000004
5,0.96,0.9131248000000001,3.6785988807678223,200,5,0,0,10,50,5,8582,45.656240000000004
5,0.96,0.9131248000000001,3.9195008277893066,200,5,0,0,10,50,5,8582,45.656240000000004
5,0.96,0.9131248000000001,3.9441888332366943,200,5,0,0,10,50,5,8582,45.656240000000004
5,0.96,0.9086010603999973,3.668792724609375,200,4,1,0,10,50,5,8582,45.43005301999987
5,0.96,0.9131248000000001,3.7906618118286133,200,5,0,0,10,50,5,8582,45.656240000000004
5,0.96,0.9131248000000001,3.9182727336883545,200,5,0,0,10,50,5,8582,45.656240000000004
5,0.96,0.9131248000000001,3.573185443878174,200,5,0,0,10,50,5,8582,45.656240000000004
5,0.86,1.803386428799997,3.546217679977417,400,4,1,0,10,50,5,8582,90.16932143999985
5,0.86,1.815790588799999,3.829418659210205,400,4,1,0,10,50,5,8582,90.78952943999995
5,0.86,1.8177422135999983,3.6653127670288086,400,4,1,0,10,50,5,8582,90.88711067999992
5,0.86,1.8262496000000001,3.281080484390259,400,5,0,0,10,50,5,8582,91.31248000000001
5,0.86,1.8205596800000001,3.5711331367492676,400,4,1,0,10,50,5,8582,91.027984
5,0.86,1.8262496000000001,3.4830141067504883,400,5,0,0,10,50,5,8582,91.31248000000001
5,0.86,1.8262496000000001,3.3142871856689453,400,5,0,0,10,50,5,8582,91.31248000000001
5,0.86,1.8202241896000024,4.229507923126221,400,4,1,0,10,50,5,8582,91.01120948000012
5,0.86,1.8029682715999948,3.7352712154388428,400,3,2,0,10,50,5,8582,90.14841357999974
5,0.86,1.8262496000000001,3.502040147781372,400,5,0,0,10,50,5,8582,91.31248000000001
5,0.8200000000000001,4.1090616,3.471298933029175,900,5,0,0,10,50,5,8582,205.45308
5,0.8200000000000001,4.042654493199999,3.7940962314605713,900,3,2,0,10,50,5,8582,202.13272465999995
5,0.8200000000000001,4.1090616,3.546476125717163,900,5,0,0,10,50,5,8582,205.45308
5,0.8200000000000001,4.082692562799997,3.7241573333740234,900,3,2,0,10,50,5,8582,204.13462813999985
5,0.8200000000000001,4.1090616,3.6586320400238037,900,5,0,0,10,50,5,8582,205.45308
5,0.8200000000000001,4.073018079999998,3.566242218017578,900,4,1,0,10,50,5,8582,203.6509039999999
5,0.8200000000000001,4.1019311084,4.168866395950317,900,4,1,0,10,50,5,8582,205.09655542
5,0.8200000000000001,4.036878314799996,4.523847341537476,900,3,2,0,10,50,5,8582,201.84391573999977
5,0.8200000000000001,4.0841892867999965,3.6357650756835938,900,4,1,0,10,50,5,8582,204.20946433999984
5,0.8200000000000001,4.1090616,3.5126090049743652,900,5,0,0,10,50,5,8582,205.45308
